Comment,Specialist,Subclass,Severity
I've noticed persistent swelling in my abdomen. I've been experiencing this for a week. The pain is aching and seems to worsen after taking certain medications.,Oncologist,Melanoma,10
There's a lot of swelling around my abdominal area. I've been experiencing this for a month. The condition is debilitating and seems to worsen after skipping meals.,Hepatologist,Liver Transplantation,8
My child has an inguinal hernia. for a few days. Intensity: mild. It causes discomfort.. Improves with rest.. Worsens after physical activity..,Pediatric Surgery,Hirschsprung's Disease,4
I'm experiencing frequent nausea. The pain is located in the radiating to the back. The symptoms gradually worsened over time. The intensity is extreme and unbearable. It interferes with my sleep. Improves slightly with over-the-counter medication.,Surgical Gastroenterology,Hemorrhoids,2
I have difficulty understanding or remembering medical instructions. I've been experiencing this for a month. The condition is distressing and seems to worsen during periods of inactivity.,Geriatrician,Urinary Incontinence,1
"My hands tremble uncontrollably, and I find it hard to write. I've been experiencing this for a few days. The pain is dull and seems to worsen after physical activity.",Neurologist,Amyotrophic Lateral Sclerosis (ALS),4
I'm frequently feeling fatigued due to breathing problems. I've been experiencing this since childhood. The intensity is extreme and unbearable. I struggle with basic movements like walking or climbing stairs. There is no significant relief despite treatments. It tends to get worse after physical exertion..,Pulmonology,Emphysema,5
I've been involved in a severe car accident and have multiple injuries. I've been experiencing this for a few hours. The condition is weak and seems to worsen during strenuous physical activity.,Emergency Medicine Specialist,Abdominal Pain,4
My hand has congenital differences that need surgical intervention. I've been dealing with this since childhood. The intensity is extreme and overwhelming. It limits my ability to engage in social activities. There is no significant relief despite treatments. It tends to get worse after trauma or accidents..,Plastic Surgery,Cosmetic Surgery,6
I'm having difficulty starting and maintaining a steady stream of urine. I've been experiencing this for a month. The condition is itchy and seems to worsen after physical activity.,Vascular Surgery,Urethral Stricture,5
I've been involved in a severe car accident and have multiple injuries. I've been experiencing this for several days. The condition is nauseating and seems to worsen during strenuous physical activity.,Emergency Medicine Specialist,Head Injuries,2
I'm dealing with persistent wheezing. I've been experiencing this since last year. The intensity is extreme and unbearable. I have difficulty sleeping due to the breathing issues. Using a nebulizer provides temporary relief. It tends to get worse after a respiratory infection..,Pulmonology,Asthma,3
I'm struggling with high blood pressure and related symptoms. I've been experiencing this for a month. The condition is persistent and seems to worsen after eating certain foods.,Geriatrician,Heart Disease,8
I feel fatigued and have trouble sleeping. I've been experiencing this for a few days. The condition is severe and seems to worsen after eating sugary foods.,Endocrinologist,Growth disorders (such as gigantism and dwarfism),8
"My memory has been failing, and I forget recent events. I've been experiencing this for several months. The pain is spasmodic and seems to worsen in the morning.",Neurologist,Cerebral Palsy,4
I'm having difficulty starting and maintaining a steady stream of urine. I've been experiencing this for several months. The condition is painful and seems to worsen after physical activity.,Vascular Surgery,Urinary Tract Infections (UTIs),2
I have severe pain in my lower abdomen. I've been experiencing this for a week. The condition is scaly and seems to worsen after drinking alcohol.,Urology,Kidney Stones,9
I need treatment for a sports-related injury. I've been dealing with this for a few days. The intensity is extreme and overwhelming. I struggle with work-related tasks due to the condition. Pain is slightly eased with therapy. It tends to get worse after intensive physical therapy sessions..,Physical Medicine and Rehabilitation,Cardiac Rehabilitation,8
I have irregular growths on my skin that have become tender and inflamed. I've been experiencing this for a month. The condition is severe and seems to worsen following surgical procedures.,General Surgeon,"Hernia (Inguinal, Umbilical, Incisional)",4
There is swelling in my jaw after surgery. I've been experiencing this for a year. The condition is scaly and seems to worsen after exposure to the sun.,Dental/OMFS,Dental infections,7
I've experienced a sudden loss of strength in my arms. I've been experiencing this several months. The condition is sudden and seems to worsen physical activity.,Cardiology,Hypertension,1
I'm dealing with frequent episodes of nausea and vomiting related to GERD. I've been experiencing this for several months. The condition is uncomfortable and seems to worsen due to underlying health conditions.,General Medicine Specialist,Hypertension,2
I accidentally ingested a toxic substance and feel dizzy. I've been experiencing this for a week. The condition is severe and seems to worsen following exposure to chemicals.,Emergency Medicine Specialist,Head Injuries,6
I have severe pain due to endometriosis. I've been experiencing this for a week. The condition is mild and seems to worsen in the mornings.,Obstetrics & Gynecology,Menopause Management,10
The results were clear and informative. I have been experiencing symptoms for a month. I felt relieved after the results. The outcome was that It ruled out any major concerns.. I had to fast before the procedure.,Radiology,X-ray Diagnostics,10
We are monitoring growth and development. for a couple of weeks. Intensity: severe. It causes discomfort.. Relief with prescribed medication.. Worsens due to seasonal changes..,Pediatrics,Asthma,9
